date,post num,post per,cpi,isi,open,low,high,amount,money,close
2018/3/28,1,2,3,4,5,6,7,8,9,10
2018/3/29,1,2,3,4,5,6,7,8,9,10
2018/3/30,1,2,3,4,5,6,7,8,9,10
2018/4/2,1,2,3,4,5,6,7,8,9,10
2018/4/3,1,2,3,4,5,6,7,8,9,10
2018/4/4,1,2,3,4,5,6,7,8,9,10
2018/4/9,1,2,3,4,5,6,7,8,9,10
2018/4/10,1,2,3,4,5,6,7,8,9,10
2018/4/11,1,2,3,4,5,6,7,8,9,10
2018/4/12,1,2,3,4,5,6,7,8,9,10
2018/4/13,1,2,3,4,5,6,7,8,9,10
2018/4/16,1,2,3,4,5,6,7,8,9,10
2018/4/17,1,2,3,4,5,6,7,8,9,10
2018/4/18,1,2,3,4,5,6,7,8,9,10
2018/4/19,1,2,3,4,5,6,7,8,9,10
2018/4/20,1,2,3,4,5,6,7,8,9,10
2018/4/23,1,2,3,4,5,6,7,8,9,10
2018/4/24,1,2,3,4,5,6,7,8,9,10
2018/4/25,1,2,3,4,5,6,7,8,9,10
2018/4/26,1,2,3,4,5,6,7,8,9,10
2018/4/27,1,2,3,4,5,6,7,8,9,10
2018/5/2,1,2,3,4,5,6,7,8,9,10
2018/5/3,1,2,3,4,5,6,7,8,9,10
2018/5/4,1,2,3,4,5,6,7,8,9,10
2018/5/7,1,2,3,4,5,6,7,8,9,10
2018/5/8,1,2,3,4,5,6,7,8,9,10
2018/5/9,1,2,3,4,5,6,7,8,9,10
2018/5/10,1,2,3,4,5,6,7,8,9,10
2018/5/11,1,2,3,4,5,6,7,8,9,10
2018/5/14,1,2,3,4,5,6,7,8,9,10
2018/5/15,1,2,3,4,5,6,7,8,9,10
2018/5/16,1,2,3,4,5,6,7,8,9,10
2018/5/17,1,2,3,4,5,6,7,8,9,10
2018/5/18,1,2,3,4,5,6,7,8,9,10
2018/5/21,1,2,3,4,5,6,7,8,9,10
2018/5/22,1,2,3,4,5,6,7,8,9,10
2018/5/23,1,2,3,4,5,6,7,8,9,10
2018/5/24,1,2,3,4,5,6,7,8,9,10
2018/5/25,1,2,3,4,5,6,7,8,9,10
2018/5/28,1,2,3,4,5,6,7,8,9,10
2018/5/29,1,2,3,4,5,6,7,8,9,10
2018/5/30,1,2,3,4,5,6,7,8,9,10
2018/5/31,1,2,3,4,5,6,7,8,9,10
2018/6/1,1,2,3,4,5,6,7,8,9,10
2018/6/4,1,2,3,4,5,6,7,8,9,10
2018/6/5,1,2,3,4,5,6,7,8,9,10
2018/6/6,1,2,3,4,5,6,7,8,9,10
2018/6/7,1,2,3,4,5,6,7,8,9,10
2018/6/8,1,2,3,4,5,6,7,8,9,10
2018/6/11,1,2,3,4,5,6,7,8,9,10
2018/6/12,1,2,3,4,5,6,7,8,9,10
2018/6/13,1,2,3,4,5,6,7,8,9,10
2018/6/14,1,2,3,4,5,6,7,8,9,10
2018/6/15,1,2,3,4,5,6,7,8,9,10
2018/6/19,1,2,3,4,5,6,7,8,9,10
2018/6/20,1,2,3,4,5,6,7,8,9,10
2018/6/21,1,2,3,4,5,6,7,8,9,10
2018/6/22,1,2,3,4,5,6,7,8,9,10
2018/6/25,1,2,3,4,5,6,7,8,9,10
2018/6/26,1,2,3,4,5,6,7,8,9,10
2018/6/27,1,2,3,4,5,6,7,8,9,10
2018/6/28,1,2,3,4,5,6,7,8,9,10
2018/6/29,1,2,3,4,5,6,7,8,9,10
2018/7/2,1,2,3,4,5,6,7,8,9,10
2018/7/3,1,2,3,4,5,6,7,8,9,10
2018/7/4,1,2,3,4,5,6,7,8,9,10
2018/7/5,1,2,3,4,5,6,7,8,9,10
2018/7/6,1,2,3,4,5,6,7,8,9,10
2018/7/9,1,2,3,4,5,6,7,8,9,10
2018/7/10,1,2,3,4,5,6,7,8,9,10
2018/7/11,1,2,3,4,5,6,7,8,9,10
2018/7/12,1,2,3,4,5,6,7,8,9,10
2018/7/13,1,2,3,4,5,6,7,8,9,10
2018/7/16,1,2,3,4,5,6,7,8,9,10
2018/7/17,1,2,3,4,5,6,7,8,9,10
2018/7/18,1,2,3,4,5,6,7,8,9,10
2018/7/19,1,2,3,4,5,6,7,8,9,10
2018/7/20,1,2,3,4,5,6,7,8,9,10
2018/7/23,1,2,3,4,5,6,7,8,9,10
2018/7/24,1,2,3,4,5,6,7,8,9,10
2018/7/25,1,2,3,4,5,6,7,8,9,10
2018/7/26,1,2,3,4,5,6,7,8,9,10
2018/7/27,1,2,3,4,5,6,7,8,9,10
2018/7/30,1,2,3,4,5,6,7,8,9,10
2018/7/31,1,2,3,4,5,6,7,8,9,10
2018/8/1,1,2,3,4,5,6,7,8,9,10
2018/8/2,1,2,3,4,5,6,7,8,9,10
2018/8/3,1,2,3,4,5,6,7,8,9,10
2018/8/6,1,2,3,4,5,6,7,8,9,10
2018/8/7,1,2,3,4,5,6,7,8,9,10
2018/8/8,1,2,3,4,5,6,7,8,9,10
2018/8/9,1,2,3,4,5,6,7,8,9,10
2018/8/10,1,2,3,4,5,6,7,8,9,10
2018/8/13,1,2,3,4,5,6,7,8,9,10
2018/8/14,1,2,3,4,5,6,7,8,9,10
2018/8/15,1,2,3,4,5,6,7,8,9,10
2018/8/16,1,2,3,4,5,6,7,8,9,10
2018/8/17,1,2,3,4,5,6,7,8,9,10
2018/8/20,1,2,3,4,5,6,7,8,9,10
2018/8/21,1,2,3,4,5,6,7,8,9,10
2018/8/22,1,2,3,4,5,6,7,8,9,10
2018/8/23,1,2,3,4,5,6,7,8,9,10
2018/8/24,1,2,3,4,5,6,7,8,9,10
2018/8/27,1,2,3,4,5,6,7,8,9,10
2018/8/28,1,2,3,4,5,6,7,8,9,10
2018/8/29,1,2,3,4,5,6,7,8,9,10
2018/8/30,1,2,3,4,5,6,7,8,9,10
2018/8/31,1,2,3,4,5,6,7,8,9,10
2018/9/3,1,2,3,4,5,6,7,8,9,10
2018/9/4,1,2,3,4,5,6,7,8,9,10
2018/9/5,1,2,3,4,5,6,7,8,9,10
2018/9/6,1,2,3,4,5,6,7,8,9,10
2018/9/7,1,2,3,4,5,6,7,8,9,10
2018/9/10,1,2,3,4,5,6,7,8,9,10
2018/9/11,1,2,3,4,5,6,7,8,9,10
2018/9/12,1,2,3,4,5,6,7,8,9,10
2018/9/13,1,2,3,4,5,6,7,8,9,10
2018/9/14,1,2,3,4,5,6,7,8,9,10
2018/9/17,1,2,3,4,5,6,7,8,9,10
2018/9/18,1,2,3,4,5,6,7,8,9,10
2018/9/19,1,2,3,4,5,6,7,8,9,10
2018/9/20,1,2,3,4,5,6,7,8,9,10
2018/9/21,1,2,3,4,5,6,7,8,9,10
2018/9/25,1,2,3,4,5,6,7,8,9,10
2018/9/26,1,2,3,4,5,6,7,8,9,10
2018/9/27,1,2,3,4,5,6,7,8,9,10
2018/9/28,1,2,3,4,5,6,7,8,9,10
2018/10/8,1,2,3,4,5,6,7,8,9,10
2018/10/9,1,2,3,4,5,6,7,8,9,10
2018/10/10,1,2,3,4,5,6,7,8,9,10
2018/10/11,1,2,3,4,5,6,7,8,9,10
2018/10/12,1,2,3,4,5,6,7,8,9,10
2018/10/15,1,2,3,4,5,6,7,8,9,10
2018/10/16,1,2,3,4,5,6,7,8,9,10
2018/10/17,1,2,3,4,5,6,7,8,9,10
2018/10/18,1,2,3,4,5,6,7,8,9,10
2018/10/19,1,2,3,4,5,6,7,8,9,10
2018/10/22,1,2,3,4,5,6,7,8,9,10
2018/10/23,1,2,3,4,5,6,7,8,9,10
2018/10/24,1,2,3,4,5,6,7,8,9,10
2018/10/25,1,2,3,4,5,6,7,8,9,10
2018/10/26,1,2,3,4,5,6,7,8,9,10
2018/10/29,1,2,3,4,5,6,7,8,9,10
2018/10/30,1,2,3,4,5,6,7,8,9,10
2018/10/31,1,2,3,4,5,6,7,8,9,10
2018/11/1,1,2,3,4,5,6,7,8,9,10
2018/11/2,1,2,3,4,5,6,7,8,9,10
2018/11/5,1,2,3,4,5,6,7,8,9,10
2018/11/6,1,2,3,4,5,6,7,8,9,10
2018/11/7,1,2,3,4,5,6,7,8,9,10
2018/11/8,1,2,3,4,5,6,7,8,9,10
2018/11/9,1,2,3,4,5,6,7,8,9,10
2018/11/12,1,2,3,4,5,6,7,8,9,10
2018/11/13,1,2,3,4,5,6,7,8,9,10
2018/11/14,1,2,3,4,5,6,7,8,9,10
2018/11/15,1,2,3,4,5,6,7,8,9,10
2018/11/16,1,2,3,4,5,6,7,8,9,10
2018/11/19,1,2,3,4,5,6,7,8,9,10
2018/11/20,1,2,3,4,5,6,7,8,9,10
2018/11/21,1,2,3,4,5,6,7,8,9,10
2018/11/22,1,2,3,4,5,6,7,8,9,10
2018/11/23,1,2,3,4,5,6,7,8,9,10
2018/11/26,1,2,3,4,5,6,7,8,9,10
2018/11/27,1,2,3,4,5,6,7,8,9,10
2018/11/28,1,2,3,4,5,6,7,8,9,10
2018/11/29,1,2,3,4,5,6,7,8,9,10
2018/11/30,1,2,3,4,5,6,7,8,9,10
2018/12/3,1,2,3,4,5,6,7,8,9,10
2018/12/4,1,2,3,4,5,6,7,8,9,10
2018/12/5,1,2,3,4,5,6,7,8,9,10
2018/12/6,1,2,3,4,5,6,7,8,9,10
2018/12/7,1,2,3,4,5,6,7,8,9,10
2018/12/10,1,2,3,4,5,6,7,8,9,10
2018/12/11,1,2,3,4,5,6,7,8,9,10
2018/12/12,1,2,3,4,5,6,7,8,9,10
2018/12/13,1,2,3,4,5,6,7,8,9,10
2018/12/14,1,2,3,4,5,6,7,8,9,10
2018/12/17,1,2,3,4,5,6,7,8,9,10
2018/12/18,1,2,3,4,5,6,7,8,9,10
2018/12/19,1,2,3,4,5,6,7,8,9,10
2018/12/20,1,2,3,4,5,6,7,8,9,10
2018/12/21,1,2,3,4,5,6,7,8,9,10
2018/12/24,1,2,3,4,5,6,7,8,9,10
2018/12/25,1,2,3,4,5,6,7,8,9,10
2018/12/26,1,2,3,4,5,6,7,8,9,10
2018/12/27,1,2,3,4,5,6,7,8,9,10
2018/12/28,1,2,3,4,5,6,7,8,9,10
2019/1/2,1,2,3,4,5,6,7,8,9,10
2019/1/3,1,2,3,4,5,6,7,8,9,10
2019/1/4,1,2,3,4,5,6,7,8,9,10
2019/1/7,1,2,3,4,5,6,7,8,9,10
2019/1/8,1,2,3,4,5,6,7,8,9,10
2019/1/9,1,2,3,4,5,6,7,8,9,10
2019/1/10,1,2,3,4,5,6,7,8,9,10
2019/1/11,1,2,3,4,5,6,7,8,9,10
2019/1/14,1,2,3,4,5,6,7,8,9,10
2019/1/15,1,2,3,4,5,6,7,8,9,10
2019/1/16,1,2,3,4,5,6,7,8,9,10
2019/1/17,1,2,3,4,5,6,7,8,9,10
2019/1/18,1,2,3,4,5,6,7,8,9,10
2019/1/21,1,2,3,4,5,6,7,8,9,10
2019/1/22,1,2,3,4,5,6,7,8,9,10
2019/1/23,1,2,3,4,5,6,7,8,9,10
2019/1/24,1,2,3,4,5,6,7,8,9,10
2019/1/25,1,2,3,4,5,6,7,8,9,10
2019/1/28,1,2,3,4,5,6,7,8,9,10
2019/1/29,1,2,3,4,5,6,7,8,9,10
2019/1/30,1,2,3,4,5,6,7,8,9,10
2019/1/31,1,2,3,4,5,6,7,8,9,10
2019/2/1,1,2,3,4,5,6,7,8,9,10
2019/2/11,1,2,3,4,5,6,7,8,9,10
2019/2/12,1,2,3,4,5,6,7,8,9,10
2019/2/13,1,2,3,4,5,6,7,8,9,10
2019/2/14,1,2,3,4,5,6,7,8,9,10
2019/2/15,1,2,3,4,5,6,7,8,9,10
2019/2/18,1,2,3,4,5,6,7,8,9,10
2019/2/19,1,2,3,4,5,6,7,8,9,10
2019/2/20,1,2,3,4,5,6,7,8,9,10
2019/2/21,1,2,3,4,5,6,7,8,9,10
2019/2/22,1,2,3,4,5,6,7,8,9,10
2019/2/25,1,2,3,4,5,6,7,8,9,10
2019/2/26,1,2,3,4,5,6,7,8,9,10
2019/2/27,1,2,3,4,5,6,7,8,9,10
2019/2/28,1,2,3,4,5,6,7,8,9,10
2019/3/1,1,2,3,4,5,6,7,8,9,10
2019/3/4,1,2,3,4,5,6,7,8,9,10
2019/3/5,1,2,3,4,5,6,7,8,9,10
2019/3/6,1,2,3,4,5,6,7,8,9,10
2019/3/7,1,2,3,4,5,6,7,8,9,10
2019/3/8,1,2,3,4,5,6,7,8,9,10
2019/3/11,1,2,3,4,5,6,7,8,9,10
2019/3/12,1,2,3,4,5,6,7,8,9,10
2019/3/13,1,2,3,4,5,6,7,8,9,10
2019/3/14,1,2,3,4,5,6,7,8,9,10
2019/3/15,1,2,3,4,5,6,7,8,9,10
2019/3/18,1,2,3,4,5,6,7,8,9,10
2019/3/19,1,2,3,4,5,6,7,8,9,10
2019/3/20,1,2,3,4,5,6,7,8,9,10
2019/3/21,1,2,3,4,5,6,7,8,9,10
2019/3/22,1,2,3,4,5,6,7,8,9,10
2019/3/25,1,2,3,4,5,6,7,8,9,10
2019/3/26,1,2,3,4,5,6,7,8,9,10
2019/3/27,1,2,3,4,5,6,7,8,9,10
2019/3/28,1,2,3,4,5,6,7,8,9,10
2019/3/29,1,2,3,4,5,6,7,8,9,10
2019/4/1,1,2,3,4,5,6,7,8,9,10
2019/4/2,1,2,3,4,5,6,7,8,9,10
2019/4/3,1,2,3,4,5,6,7,8,9,10
2019/4/4,1,2,3,4,5,6,7,8,9,10
2019/4/8,1,2,3,4,5,6,7,8,9,10
2019/4/9,1,2,3,4,5,6,7,8,9,10
2019/4/10,1,2,3,4,5,6,7,8,9,10
2019/4/11,1,2,3,4,5,6,7,8,9,10
2019/4/12,1,2,3,4,5,6,7,8,9,10
2019/4/15,1,2,3,4,5,6,7,8,9,10
2019/4/16,1,2,3,4,5,6,7,8,9,10
2019/4/17,1,2,3,4,5,6,7,8,9,10
2019/4/18,1,2,3,4,5,6,7,8,9,10
2019/4/19,1,2,3,4,5,6,7,8,9,10
2019/4/22,1,2,3,4,5,6,7,8,9,10
2019/4/23,1,2,3,4,5,6,7,8,9,10
2019/4/24,1,2,3,4,5,6,7,8,9,10
2019/4/25,1,2,3,4,5,6,7,8,9,10
2019/4/26,1,2,3,4,5,6,7,8,9,10
2019/4/29,1,2,3,4,5,6,7,8,9,10
2019/4/30,1,2,3,4,5,6,7,8,9,10
2019/5/6,1,2,3,4,5,6,7,8,9,10
2019/5/7,1,2,3,4,5,6,7,8,9,10
2019/5/8,1,2,3,4,5,6,7,8,9,10
2019/5/9,1,2,3,4,5,6,7,8,9,10
2019/5/10,1,2,3,4,5,6,7,8,9,10
2019/5/13,1,2,3,4,5,6,7,8,9,10
2019/5/14,1,2,3,4,5,6,7,8,9,10
2019/5/15,1,2,3,4,5,6,7,8,9,10
2019/5/16,1,2,3,4,5,6,7,8,9,10
2019/5/17,1,2,3,4,5,6,7,8,9,10
2019/5/20,1,2,3,4,5,6,7,8,9,10
2019/5/21,1,2,3,4,5,6,7,8,9,10
2019/5/22,1,2,3,4,5,6,7,8,9,10
2019/5/23,1,2,3,4,5,6,7,8,9,10
2019/5/24,1,2,3,4,5,6,7,8,9,10
2019/5/27,1,2,3,4,5,6,7,8,9,10
2019/5/28,1,2,3,4,5,6,7,8,9,10
2019/5/29,1,2,3,4,5,6,7,8,9,10
2019/5/30,1,2,3,4,5,6,7,8,9,10
2019/5/31,1,2,3,4,5,6,7,8,9,10
2019/6/3,1,2,3,4,5,6,7,8,9,10
2019/6/4,1,2,3,4,5,6,7,8,9,10
2019/6/5,1,2,3,4,5,6,7,8,9,10
2019/6/6,1,2,3,4,5,6,7,8,9,10
2019/6/10,1,2,3,4,5,6,7,8,9,10
2019/6/11,1,2,3,4,5,6,7,8,9,10
2019/6/12,1,2,3,4,5,6,7,8,9,10
2019/6/13,1,2,3,4,5,6,7,8,9,10
2019/6/14,1,2,3,4,5,6,7,8,9,10
2019/6/17,1,2,3,4,5,6,7,8,9,10
2019/6/18,1,2,3,4,5,6,7,8,9,10
2019/6/19,1,2,3,4,5,6,7,8,9,10
2019/6/20,1,2,3,4,5,6,7,8,9,10
2019/6/21,1,2,3,4,5,6,7,8,9,10
2019/6/24,1,2,3,4,5,6,7,8,9,10
2019/6/25,1,2,3,4,5,6,7,8,9,10
2019/6/26,1,2,3,4,5,6,7,8,9,10
2019/6/27,1,2,3,4,5,6,7,8,9,10
2019/6/28,1,2,3,4,5,6,7,8,9,10
2019/7/1,1,2,3,4,5,6,7,8,9,10
2019/7/2,1,2,3,4,5,6,7,8,9,10
2019/7/3,1,2,3,4,5,6,7,8,9,10
2019/7/4,1,2,3,4,5,6,7,8,9,10
2019/7/5,1,2,3,4,5,6,7,8,9,10
2019/7/8,1,2,3,4,5,6,7,8,9,10
2019/7/9,1,2,3,4,5,6,7,8,9,10
2019/7/10,1,2,3,4,5,6,7,8,9,10
2019/7/11,1,2,3,4,5,6,7,8,9,10
2019/7/12,1,2,3,4,5,6,7,8,9,10
2019/7/15,1,2,3,4,5,6,7,8,9,10
2019/7/16,1,2,3,4,5,6,7,8,9,10
2019/7/17,1,2,3,4,5,6,7,8,9,10
2019/7/18,1,2,3,4,5,6,7,8,9,10
2019/7/19,1,2,3,4,5,6,7,8,9,10
2019/7/22,1,2,3,4,5,6,7,8,9,10
2019/7/23,1,2,3,4,5,6,7,8,9,10
2019/7/24,1,2,3,4,5,6,7,8,9,10
2019/7/25,1,2,3,4,5,6,7,8,9,10
2019/7/26,1,2,3,4,5,6,7,8,9,10
2019/7/29,1,2,3,4,5,6,7,8,9,10
2019/7/30,1,2,3,4,5,6,7,8,9,10
2019/7/31,1,2,3,4,5,6,7,8,9,10
2019/8/1,1,2,3,4,5,6,7,8,9,10
2019/8/2,1,2,3,4,5,6,7,8,9,10
2019/8/5,1,2,3,4,5,6,7,8,9,10
2019/8/6,1,2,3,4,5,6,7,8,9,10
2019/8/7,1,2,3,4,5,6,7,8,9,10
2019/8/8,1,2,3,4,5,6,7,8,9,10
2019/8/9,1,2,3,4,5,6,7,8,9,10
2019/8/12,1,2,3,4,5,6,7,8,9,10
2019/8/13,1,2,3,4,5,6,7,8,9,10
2019/8/14,1,2,3,4,5,6,7,8,9,10
2019/8/15,1,2,3,4,5,6,7,8,9,10
2019/8/16,1,2,3,4,5,6,7,8,9,10
2019/8/19,1,2,3,4,5,6,7,8,9,10
2019/8/20,1,2,3,4,5,6,7,8,9,10
2019/8/21,1,2,3,4,5,6,7,8,9,10
2019/8/22,1,2,3,4,5,6,7,8,9,10
2019/8/23,1,2,3,4,5,6,7,8,9,10
2019/8/26,1,2,3,4,5,6,7,8,9,10
2019/8/27,1,2,3,4,5,6,7,8,9,10
2019/8/28,1,2,3,4,5,6,7,8,9,10
2019/8/29,1,2,3,4,5,6,7,8,9,10
2019/8/30,1,2,3,4,5,6,7,8,9,10
2019/9/2,1,2,3,4,5,6,7,8,9,10
2019/9/3,1,2,3,4,5,6,7,8,9,10
2019/9/4,1,2,3,4,5,6,7,8,9,10
2019/9/5,1,2,3,4,5,6,7,8,9,10
2019/9/6,1,2,3,4,5,6,7,8,9,10
2019/9/9,1,2,3,4,5,6,7,8,9,10
2019/9/10,1,2,3,4,5,6,7,8,9,10
2019/9/11,1,2,3,4,5,6,7,8,9,10
2019/9/12,1,2,3,4,5,6,7,8,9,10
2019/9/16,1,2,3,4,5,6,7,8,9,10
2019/9/17,1,2,3,4,5,6,7,8,9,10
2019/9/18,1,2,3,4,5,6,7,8,9,10
2019/9/19,1,2,3,4,5,6,7,8,9,10
2019/9/20,1,2,3,4,5,6,7,8,9,10
2019/9/23,1,2,3,4,5,6,7,8,9,10
2019/9/24,1,2,3,4,5,6,7,8,9,10
2019/9/25,1,2,3,4,5,6,7,8,9,10
2019/9/26,1,2,3,4,5,6,7,8,9,10
2019/9/27,1,2,3,4,5,6,7,8,9,10
2019/9/30,1,2,3,4,5,6,7,8,9,10
2019/10/8,1,2,3,4,5,6,7,8,9,10
2019/10/9,1,2,3,4,5,6,7,8,9,10
2019/10/10,1,2,3,4,5,6,7,8,9,10
2019/10/11,1,2,3,4,5,6,7,8,9,10
2019/10/14,1,2,3,4,5,6,7,8,9,10
2019/10/15,1,2,3,4,5,6,7,8,9,10
2019/10/16,1,2,3,4,5,6,7,8,9,10
2019/10/17,1,2,3,4,5,6,7,8,9,10
2019/10/18,1,2,3,4,5,6,7,8,9,10
2019/10/21,1,2,3,4,5,6,7,8,9,10
2019/10/22,1,2,3,4,5,6,7,8,9,10
2019/10/23,1,2,3,4,5,6,7,8,9,10
2019/10/24,1,2,3,4,5,6,7,8,9,10
2019/10/25,1,2,3,4,5,6,7,8,9,10
2019/10/28,1,2,3,4,5,6,7,8,9,10
2019/10/29,1,2,3,4,5,6,7,8,9,10
2019/10/30,1,2,3,4,5,6,7,8,9,10
2019/10/31,1,2,3,4,5,6,7,8,9,10
2019/11/1,1,2,3,4,5,6,7,8,9,10
2019/11/4,1,2,3,4,5,6,7,8,9,10
2019/11/5,1,2,3,4,5,6,7,8,9,10
2019/11/6,1,2,3,4,5,6,7,8,9,10
2019/11/7,1,2,3,4,5,6,7,8,9,10
2019/11/8,1,2,3,4,5,6,7,8,9,10
2019/11/11,1,2,3,4,5,6,7,8,9,10
2019/11/12,1,2,3,4,5,6,7,8,9,10
2019/11/13,1,2,3,4,5,6,7,8,9,10
2019/11/14,1,2,3,4,5,6,7,8,9,10
2019/11/15,1,2,3,4,5,6,7,8,9,10
2019/11/18,1,2,3,4,5,6,7,8,9,10
2019/11/19,1,2,3,4,5,6,7,8,9,10
2019/11/20,1,2,3,4,5,6,7,8,9,10
2019/11/21,1,2,3,4,5,6,7,8,9,10
2019/11/22,1,2,3,4,5,6,7,8,9,10
2019/11/25,1,2,3,4,5,6,7,8,9,10
2019/11/26,1,2,3,4,5,6,7,8,9,10
2019/11/27,1,2,3,4,5,6,7,8,9,10
2019/11/28,1,2,3,4,5,6,7,8,9,10
2019/11/29,1,2,3,4,5,6,7,8,9,10
2019/12/2,1,2,3,4,5,6,7,8,9,10
2019/12/3,1,2,3,4,5,6,7,8,9,10
2019/12/4,1,2,3,4,5,6,7,8,9,10
2019/12/5,1,2,3,4,5,6,7,8,9,10
2019/12/6,1,2,3,4,5,6,7,8,9,10
2019/12/9,1,2,3,4,5,6,7,8,9,10
2019/12/10,1,2,3,4,5,6,7,8,9,10
2019/12/11,1,2,3,4,5,6,7,8,9,10
2019/12/12,1,2,3,4,5,6,7,8,9,10
2019/12/13,1,2,3,4,5,6,7,8,9,10
2019/12/16,1,2,3,4,5,6,7,8,9,10
2019/12/17,1,2,3,4,5,6,7,8,9,10
2019/12/18,1,2,3,4,5,6,7,8,9,10
2019/12/19,1,2,3,4,5,6,7,8,9,10
2019/12/20,1,2,3,4,5,6,7,8,9,10
2019/12/23,1,2,3,4,5,6,7,8,9,10
2019/12/24,1,2,3,4,5,6,7,8,9,10
2019/12/25,1,2,3,4,5,6,7,8,9,10
2019/12/26,1,2,3,4,5,6,7,8,9,10
2019/12/27,1,2,3,4,5,6,7,8,9,10
2019/12/30,1,2,3,4,5,6,7,8,9,10
2019/12/31,1,2,3,4,5,6,7,8,9,10
2020/1/2,1,2,3,4,5,6,7,8,9,10
2020/1/3,1,2,3,4,5,6,7,8,9,10
2020/1/6,1,2,3,4,5,6,7,8,9,10
2020/1/7,1,2,3,4,5,6,7,8,9,10
2020/1/8,1,2,3,4,5,6,7,8,9,10
2020/1/9,1,2,3,4,5,6,7,8,9,10
2020/1/10,1,2,3,4,5,6,7,8,9,10
2020/1/13,1,2,3,4,5,6,7,8,9,10
2020/1/14,1,2,3,4,5,6,7,8,9,10
2020/1/15,1,2,3,4,5,6,7,8,9,10
2020/1/16,1,2,3,4,5,6,7,8,9,10
2020/1/17,1,2,3,4,5,6,7,8,9,10
2020/1/20,1,2,3,4,5,6,7,8,9,10
2020/1/21,1,2,3,4,5,6,7,8,9,10
2020/1/22,1,2,3,4,5,6,7,8,9,10
2020/1/23,1,2,3,4,5,6,7,8,9,10
2020/2/3,1,2,3,4,5,6,7,8,9,10
2020/2/4,1,2,3,4,5,6,7,8,9,10
2020/2/5,1,2,3,4,5,6,7,8,9,10
2020/2/6,1,2,3,4,5,6,7,8,9,10
2020/2/7,1,2,3,4,5,6,7,8,9,10
2020/2/10,1,2,3,4,5,6,7,8,9,10
2020/2/11,1,2,3,4,5,6,7,8,9,10
2020/2/12,1,2,3,4,5,6,7,8,9,10
2020/2/13,1,2,3,4,5,6,7,8,9,10
2020/2/14,1,2,3,4,5,6,7,8,9,10
2020/2/17,1,2,3,4,5,6,7,8,9,10
2020/2/18,1,2,3,4,5,6,7,8,9,10
2020/2/19,1,2,3,4,5,6,7,8,9,10
2020/2/20,1,2,3,4,5,6,7,8,9,10
2020/2/21,1,2,3,4,5,6,7,8,9,10
2020/2/24,1,2,3,4,5,6,7,8,9,10
2020/2/25,1,2,3,4,5,6,7,8,9,10
2020/2/26,1,2,3,4,5,6,7,8,9,10
2020/2/27,1,2,3,4,5,6,7,8,9,10
2020/2/28,1,2,3,4,5,6,7,8,9,10
2020/3/2,1,2,3,4,5,6,7,8,9,10
2020/3/3,1,2,3,4,5,6,7,8,9,10
2020/3/4,1,2,3,4,5,6,7,8,9,10
2020/3/5,1,2,3,4,5,6,7,8,9,10
2020/3/6,1,2,3,4,5,6,7,8,9,10
2020/3/9,1,2,3,4,5,6,7,8,9,10
2020/3/10,1,2,3,4,5,6,7,8,9,10
2020/3/11,1,2,3,4,5,6,7,8,9,10
2020/3/12,1,2,3,4,5,6,7,8,9,10
2020/3/13,1,2,3,4,5,6,7,8,9,10
2020/3/16,1,2,3,4,5,6,7,8,9,10
2020/3/17,1,2,3,4,5,6,7,8,9,10
2020/3/18,1,2,3,4,5,6,7,8,9,10
2020/3/19,1,2,3,4,5,6,7,8,9,10
2020/3/20,1,2,3,4,5,6,7,8,9,10
2020/3/23,1,2,3,4,5,6,7,8,9,10
2020/3/24,1,2,3,4,5,6,7,8,9,10
2020/3/25,1,2,3,4,5,6,7,8,9,10
2020/3/26,1,2,3,4,5,6,7,8,9,10
2020/3/27,1,2,3,4,5,6,7,8,9,10
2020/3/30,1,2,3,4,5,6,7,8,9,10
2020/3/31,1,2,3,4,5,6,7,8,9,10
2020/4/1,1,2,3,4,5,6,7,8,9,10
2020/4/2,1,2,3,4,5,6,7,8,9,10
2020/4/3,1,2,3,4,5,6,7,8,9,10
2020/4/7,1,2,3,4,5,6,7,8,9,10
2020/4/8,1,2,3,4,5,6,7,8,9,10
2020/4/9,1,2,3,4,5,6,7,8,9,10
2020/4/10,1,2,3,4,5,6,7,8,9,10
2020/4/13,1,2,3,4,5,6,7,8,9,10
2020/4/14,1,2,3,4,5,6,7,8,9,10
2020/4/15,1,2,3,4,5,6,7,8,9,10
2020/4/16,1,2,3,4,5,6,7,8,9,10
2020/4/17,1,2,3,4,5,6,7,8,9,10
2020/4/20,1,2,3,4,5,6,7,8,9,10
2020/4/21,1,2,3,4,5,6,7,8,9,10
2020/4/22,1,2,3,4,5,6,7,8,9,10
2020/4/23,1,2,3,4,5,6,7,8,9,10
2020/4/24,1,2,3,4,5,6,7,8,9,10
2020/4/27,1,2,3,4,5,6,7,8,9,10
2020/4/28,1,2,3,4,5,6,7,8,9,10
2020/4/29,1,2,3,4,5,6,7,8,9,10
2020/4/30,1,2,3,4,5,6,7,8,9,10
